name_nm,status_ky,last_upd_src_sys_ky,error_flag_in,participant_no,change_ind,date_of_birth,date_of_death,channelset_ky,talent_type_ky,preferred_flag,isni,language_ky
Joseph Schmidhuber,R,1,,104606,1.0,,,,1.0,N,,21.0
Salvatore Cammarano,R,1,,110830,1.0,1801-03-19 00:00:00,1852-07-17 00:00:00,,1.0,N,,21.0
Russell Brown,R,1,,230546,1.0,,,,1.0,N,,21.0
Eugène Cormon,R,1,,165833,1.0,1810-05-05 00:00:00,,,1.0,N,,21.0
Robert Billig,R,1,,1384343,1.0,,,,1.0,N,,21.0
Ralph E. Rosenlund,R,1,,230380,1.0,,,,1.0,N,,21.0
George Schwartz,R,1,,230364,1.0,,,,1.0,N,,21.0
Stefan Johannes Bleicher,R,1,,103540,1.0,,,,1.0,N,,21.0
Henry Aronson,R,1,,246528,1.0,,,,1.0,N,,21.0
Dorothy Fields,R,1,,22229,1.0,,1974-01-01 00:00:00,,1.0,N,,21.0
Iroquois,R,1,,97692,1.0,,,,1.0,N,,21.0
Heinz Buchholz,R,1,,17299,1.0,,,,1.0,N,,21.0
Chicago Ensemble (1997),R,1,,1377179,1.0,,,,15.0,N,,21.0
Stephen Flaherty,R,1,,65035,1.0,,,,1.0,N,,21.0
Megan Lawrence,R,1,,246195,1.0,,,,1.0,N,,21.0
Colm Wilkinson,R,1,,11253,1.0,,,,1.0,N,,21.0
Royal Liverpool Philharmonic Orchestra,R,1,,122966,1.0,,,,15.0,N,,21.0
Pinchas Zukerman,R,1,,11534,1.0,,,,1.0,Y,,21.0
Mike Batt,R,1,,719,1.0,,,,1.0,N,,21.0
Augostino Ischia,R,1,,230558,1.0,,,,1.0,N,,21.0
Oratorio Society of Washington,R,1,,135996,1.0,,,,15.0,N,,21.0
Thoroughly Modern Millie Orchestra,R,1,,1374920,1.0,,,,15.0,N,,21.0
Michael Marmarosa,R,1,,230373,1.0,,,,1.0,N,,21.0
Cesare Sterbini,R,1,,110930,1.0,,,,1.0,N,,21.0
Lou Fromm,R,1,,230370,1.0,,,,1.0,N,,21.0
Antonio Vivaldi,R,1,,10886,1.0,,,,1.0,Y,,21.0
Dick Niveson,R,1,,258036,1.0,,,,1.0,N,,21.0
Oklahoma! Ensemble (1979),R,1,,1389846,1.0,,,,15.0,N,,21.0
N. Hagen,R,1,,24425,1.0,,,,1.0,N,,21.0
Adrian Leaper,R,1,,77915,1.0,,,,1.0,N,,21.0
Chris Cooper,R,1,,181817,1.0,,,,1.0,N,,21.0
Al Hendrickson,R,1,,82421,1.0,,,,1.0,N,,21.0
Daphne Rubin-Vega,R,1,,246520,1.0,,,,1.0,N,,21.0
Robert Merrill,R,1,,30418,1.0,,,,1.0,N,,21.0
Keith Collins,R,1,,257931,1.0,,,,1.0,N,,21.0
Nancy Stokes,R,1,,233080,1.0,,,,1.0,N,,21.0
Ira Gershwin,R,1,,23352,1.0,1896-12-06 00:00:00,1983-08-17 00:00:00,,1.0,N,,21.0
Bebe Neuwirth,R,1,,140491,1.0,,,,1.0,N,,21.0
John Browning,R,1,,1327,1.0,,,,1.0,N,,21.0
Fernando Corena,R,1,,19047,1.0,,,,1.0,N,,21.0
The Rocky Horror Show Band (2000),R,1,,1389861,1.0,,,,15.0,N,,21.0
Will Hudson,R,1,,25816,1.0,,,,1.0,N,,21.0
Bart Varselona,R,1,,258033,1.0,,,,1.0,N,,21.0
Rome Opera Orchestra,R,1,,8611,1.0,,,,15.0,Y,,21.0
Bob Fosse,R,1,,114472,1.0,,,,1.0,Y,,21.0
Ted Klages,R,1,,194108,1.0,,,,1.0,N,,21.0
Duke Ellington,R,1,,2953,1.0,1899-04-29 00:00:00,1974-05-24 00:00:00,,1.0,Y,,21.0
Jürgen Holtz,R,1,,189796,1.0,,,,1.0,N,,21.0
Lawrence Street,R,1,,255557,1.0,,,,1.0,N,,21.0
Andrew Keener,R,1,,149237,1.0,,,,1.0,N,,21.0
John Lesko,R,1,,28548,1.0,,,,1.0,N,,21.0
Piero de Palma,R,1,,32742,1.0,,,,1.0,N,,21.0
Giacomo Puccini,R,1,,33916,1.0,1858-12-22 00:00:00,1924-11-29 00:00:00,,1.0,Y,,21.0
RCA Italiana Opera Chorus,R,1,,105178,1.0,,,,15.0,N,,21.0
Urinetown Musicians,R,1,,255587,1.0,,,,1.0,N,,21.0
Mangalin,R,1,,92661,1.0,,,,1.0,N,,21.0
Ralf Nowy,R,1,,32062,1.0,,,,1.0,N,,21.0
Howard Dietz,R,1,,20229,1.0,,,,1.0,N,,21.0
Edward Elgar,R,1,,2945,1.0,,1934-01-01 00:00:00,,1.0,N,,21.0
Fred Ebb,R,1,,20860,1.0,1928-04-08 00:00:00,2004-09-11 00:00:00,,1.0,N,,21.0
BLAST! Ensemble,R,1,,1401209,1.0,,,,15.0,N,,21.0
Ragtime Orchestra (1996),R,1,,1382855,1.0,,,,15.0,N,,21.0
Joe Darion,R,1,,90893,1.0,,,,1.0,N,,21.0
James Galway,R,1,,3611,1.0,,,,1.0,Y,,21.0
Fosse Ensemble,R,1,,1385267,1.0,,,,15.0,N,,21.0
Edith Mathis,R,1,,110068,1.0,,,,1.0,N,,21.0
Ian Dury,R,1,,326946,1.0,,2000-01-01 00:00:00,,1.0,N,,21.0
Paul Tortelier,R,1,,10435,1.0,,,,1.0,N,,21.0
Harvey Goldberg,R,1,,158587,1.0,,,,1.0,N,,21.0
Joseph Julian,R,1,,227917,1.0,,,,1.0,N,,21.0
George Szell,R,1,,161688,1.0,,,,1.0,Y,,21.0
Richard Mohr,R,1,,151059,1.0,,,,1.0,N,,21.0
Deutsche Kammerphilharmonie,R,1,,145767,1.0,,,,15.0,N,,21.0
Luigi Illica,R,1,,26013,1.0,1857-05-09 00:00:00,1919-12-16 00:00:00,,1.0,N,,21.0
Roberta Peters,R,1,,33222,1.0,,,,1.0,N,,21.0
Georg Tichy,R,1,,142285,1.0,,,,1.0,N,,21.0
Romanian National Opera Choir Cluj,R,1,,142288,1.0,,,,15.0,N,,21.0
Matthias Heil,R,1,,411959,1.0,,,,1.0,N,,21.0
Steven Epstein,R,1,,404631,1.0,,,,1.0,N,,21.0
Leone Magiera,R,1,,110952,1.0,,,,1.0,Y,,21.0
Yuri Temirkanov,R,1,,10071,1.0,,,,1.0,N,,21.0
Deborah Voigt,R,1,,118648,1.0,,,,1.0,N,,21.0
Thomas D,R,1,,158050,1.0,,,,1.0,N,,21.0
Louis Prisby,R,1,,230378,1.0,,,,1.0,N,,21.0
Roy Emerson,R,1,,364590,1.0,,,,1.0,Y,,21.0
Jule Styne,R,1,,174495,1.0,1905-12-31 00:00:00,1994-09-20 00:00:00,,1.0,N,,21.0
Arthur Fiedler,R,1,,3229,1.0,,,,1.0,Y,,21.0
Jason Stearns,R,1,,352375,1.0,,,,1.0,N,,21.0
Symphonieorchester des Bayerischen Rundfunks,R,1,,159539,1.0,,,,15.0,N,,21.0
Leslie Chappell,R,1,,240566,1.0,,,,1.0,N,,21.0
Max Wilcox,R,1,,44867,1.0,,,,1.0,N,,21.0
Ron Sell,R,1,,186398,1.0,,,,1.0,N,,21.0
Fosse Orchestra,R,1,,1385268,1.0,,,,15.0,N,,21.0
Margaret Roggero,R,1,,35190,1.0,,,,1.0,N,,21.0
Nina Hagen,R,1,,24426,1.0,,,,1.0,Y,,21.0
Bernard Kessel,R,1,,230372,1.0,,,,1.0,N,,21.0
Mario Rinaudo,R,1,,34889,1.0,,,,1.0,N,,21.0
John Newton,R,1,,135149,1.0,,,,1.0,N,,21.0
Theodor Holzinger,R,1,,171474,1.0,,,,1.0,N,,21.0
Lawrence Rock,R,1,,193007,1.0,,,,1.0,N,,21.0
Natasha Richardson,R,1,,176615,1.0,,,,1.0,N,,21.0
James Prime,R,1,,217476,1.0,,,,1.0,Y,,21.0
Truman Boardman,R,1,,154195,1.0,,,,1.0,N,,21.0
Friedrich Welz,R,1,,171549,1.0,,,,1.0,N,,21.0
Giuseppe Verdi,R,1,,10806,1.0,1813-10-10 00:00:00,1901-01-27 00:00:00,,1.0,Y,,21.0
Thomas D feat. Nina Hagen,R,1,,158057,1.0,,,,16.0,N,,21.0
Irv Kluger,R,1,,258037,1.0,,,,1.0,N,,21.0
Franco Ruta,R,1,,233082,1.0,,,,1.0,N,,21.0
Bill Brower,R,1,,257930,1.0,,,,1.0,N,,21.0
Orrin Keepnews,R,1,,164381,1.0,,,,1.0,N,,21.0
Teddy McRae,R,1,,61515,1.0,,,,1.0,Y,,21.0
Wilhelm Meister,R,1,,163293,1.0,,,,1.0,N,,21.0
Bertolt Brecht,R,1,,77832,1.0,1898-02-10 00:00:00,1956-08-14 00:00:00,,1.0,N,,21.0
Pablo Casals,R,1,,18043,1.0,1876-12-29 00:00:00,1973-10-22 00:00:00,,1.0,N,,21.0
Ronnie Perry,R,1,,192862,1.0,,,,1.0,N,,21.0
Ross Petersen,R,1,,220643,1.0,,,,1.0,N,,21.0
Peter Serkin,R,1,,48068,1.0,,,,1.0,Y,,21.0
42nd Street Orchestra,R,1,,1388463,1.0,,,,15.0,N,,21.0
Camille du Locle,R,1,,329038,1.0,,,,1.0,N,,21.0
Anna di Stasio,R,1,,37821,1.0,,,,1.0,Y,,21.0
Sherrill Milnes,R,1,,30663,1.0,,,,1.0,N,,21.0
Georges Kadar,R,1,,425939,1.0,,,,1.0,N,,21.0
Dorothy Krebill,R,1,,27806,1.0,,,,1.0,N,,21.0
Reinholt Heil,R,1,,400473,1.0,,,,1.0,N,,21.0
Chuck Wagner,R,1,,244482,1.0,,,,1.0,N,,21.0
Paul Rostler,R,1,,411961,1.0,,,,1.0,N,,21.0
Amiga,R,1,,234097,1.0,,,,1.0,N,,21.0
Fritz Kreisler,R,1,,5565,1.0,1875-02-02 00:00:00,1962-01-29 00:00:00,,1.0,N,,21.0
Larry Hochman,R,1,,219483,1.0,,,,1.0,N,,21.0
Rory Romano,R,1,,220644,1.0,,,,1.0,N,,21.0
Fernando Cavaniglia,R,1,,178937,1.0,,,,1.0,N,,21.0
Members Of The Los Angeles Philharmonic Orchestra,R,1,,787568,1.0,,,,15.0,N,,21.0
The Original London Cast Recording,R,1,,32500,1.0,,,,15.0,N,,21.0
The Full Monty Orchestra,R,1,,1384932,1.0,,,,15.0,N,,21.0
Isaac Stern,R,1,,143813,1.0,,,,1.0,Y,,21.0
Fred Goerner,R,1,,257909,1.0,,,,1.0,N,,21.0
Bob Kitsis,R,1,,150430,1.0,,,,1.0,N,,21.0
John Barry,R,1,,43805,1.0,,,,1.0,Y,,21.0
English Chamber Orchestra,R,1,,21543,1.0,,,,15.0,Y,,21.0
Carlo Bergonzi,R,1,,856,1.0,,,,1.0,Y,,21.0
Thibaut,R,1,,204481,1.0,,,,1.0,Y,,21.0
Gene Boucher,R,1,,233079,1.0,,,,1.0,N,,21.0
Gregor Piatigorsky,R,1,,7853,1.0,1903-04-04 00:00:00,1976-08-06 00:00:00,,1.0,N,,21.0
Les Robinson,R,1,,154547,1.0,,,,1.0,Y,,21.0
Phillip Klum,R,1,,234444,1.0,,,,1.0,N,,21.0
Mike Hatch,R,1,,147330,1.0,,,,1.0,N,,21.0
Marek Janowski,R,1,,4927,1.0,,,,1.0,N,,21.0
Richard O'Brien,R,1,,246535,1.0,,,,1.0,N,,21.0
Leonard Rose,R,1,,363537,1.0,,,,1.0,Y,,21.0
John Crawford,R,1,,69622,1.0,,,,1.0,N,,21.0
Sergej Komov,R,1,,142286,1.0,,,,1.0,N,,21.0
Orquesta Filarmónica de Gran Canaria,R,1,,83963,1.0,,,,15.0,N,,21.0
Harry Barris,R,1,,15483,1.0,,,,1.0,N,,21.0
Michael Accinno,R,1,,352372,1.0,,,,1.0,N,,21.0
Plácido Domingo,R,1,,2674,1.0,,,,1.0,Y,,21.0
Dick Cavett,R,1,,246517,1.0,,,,1.0,N,,21.0
Günter von Kannen,R,1,,224885,1.0,,,,1.0,N,,21.0
Russian Philharmonic Orchestra,R,1,,88164,1.0,,,,15.0,N,,21.0
David Hardy,R,1,,352978,1.0,,,,1.0,N,,21.0
New York Philharmonic Orchestra,R,1,,382824,1.0,,,,15.0,Y,,21.0
National Philharmonic Orchestra,R,1,,70073,1.0,,,,15.0,N,,21.0
Mitch Leigh,R,1,,90892,1.0,,,,1.0,N,,21.0
Dave Douglas,R,1,,176000,1.0,,,,1.0,N,,21.0
Steen,R,1,,351420,1.0,,,,1.0,N,,21.0
Andrew Lloyd-Webber,R,1,,28867,1.0,,,,1.0,Y,,21.0
Wolfgang Gröhs,R,1,,94709,1.0,,,,1.0,N,,21.0
Anthony Newley,R,1,,46067,1.0,,,,1.0,N,,21.0
Ludwig van Beethoven,R,1,,789,1.0,1770-12-17 00:00:00,1827-03-26 00:00:00,,1.0,N,,21.0
Arrigo Boito,R,1,,16594,1.0,1842-02-24 00:00:00,1918-06-10 00:00:00,,1.0,N,,21.0
Mark Hood,R,1,,217475,1.0,,,,1.0,N,,21.0
George Wettling,R,1,,82109,1.0,,,,1.0,N,,21.0
Mike Thorne,R,1,,179611,1.0,,,,1.0,N,,21.0
Kurt Weill,R,1,,40687,1.0,1900-03-02 00:00:00,1950-04-03 00:00:00,,1.0,Y,,21.0
Thomas Moser,R,1,,111588,1.0,,,,1.0,N,,21.0
Jerry Orbach,R,1,,32343,1.0,,,,1.0,Y,,21.0
Ryoji Matsumoto,R,1,,466711,1.0,,,,1.0,N,,21.0
Thomas Eschler,R,1,,163502,1.0,,,,1.0,N,,21.0
Tom Berman,R,1,,237305,1.0,,,,1.0,N,,21.0
Richard Rodgers,R,1,,35150,1.0,1902-02-28 00:00:00,1979-12-30 00:00:00,,1.0,N,,21.0
Alex Beller,R,1,,249271,1.0,,,,1.0,N,,21.0
A. Forster,R,1,,436273,1.0,,,,1.0,N,,21.0
Gerry Goffin,R,1,,23665,1.0,1939-02-11 00:00:00,,,1.0,N,,21.0
Ariel Borujow,R,1,,246537,1.0,,,,1.0,N,,21.0
Rucker,R,1,,74720,1.0,,,,1.0,N,,21.0
Ronald Romm,R,1,,53922,1.0,,,,1.0,N,,21.0
Claude-Michel Schönberg,R,1,,44811,1.0,,,,1.0,N,,21.0
Norman Scribner,R,1,,352376,1.0,,,,1.0,N,,21.0
Soulhead,R,1,,382757,1.0,,,,1.0,N,,21.0
F. Karmelk,R,1,,411972,1.0,,,,1.0,N,,21.0
Staatskapelle Weimar,R,1,,142127,1.0,,,,15.0,N,,21.0
Robert Westenberg,R,1,,40823,1.0,,,,1.0,N,,21.0
Franz Liszt Chamber Orchestra,R,1,,642049,1.0,,,,15.0,Y,,21.0
Franz Schubert,R,1,,9049,1.0,,1828-01-01 00:00:00,,1.0,Y,,21.0
The Saint Paul Chamber Orchestra,R,1,,554574,1.0,,,,15.0,Y,,21.0
Karl Rucker,R,1,,238048,1.0,,,,1.0,N,,21.0
Tomoko Aran,R,1,,506040,1.0,,,,1.0,N,,21.0
Erich Leinsdorf,R,1,,5844,1.0,,,,1.0,N,,21.0
Jacques Offenbach,R,1,,7373,1.0,1819-06-20 00:00:00,1880-10-05 00:00:00,,1.0,Y,,21.0
Paul Holderbaum,R,1,,238660,1.0,,,,1.0,N,,21.0
Richard Tucker,R,1,,39564,1.0,,,,1.0,Y,,21.0
The London Philharmonic Orchestra,R,1,,28941,1.0,,,,15.0,Y,,21.0
Glen Kolotkin,R,1,,206801,1.0,,,,1.0,Y,,21.0
Europa Symphony,R,1,,91093,1.0,,,,15.0,N,,21.0
Emily Grishman,R,1,,234438,1.0,,,,1.0,N,,21.0
Clyde Hurley,R,1,,48647,1.0,,,,1.0,N,,21.0
William M. Hoffman,R,1,,118844,1.0,,,,1.0,N,,21.0
Eugene Istomin,R,1,,392989,1.0,,,,1.0,Y,,21.0
Luigi Ricci,R,1,,34748,1.0,,,,1.0,N,,21.0
Spencer Kayden,R,1,,255549,1.0,,,,1.0,N,,21.0
Frank Goerner,R,1,,228175,1.0,,,,1.0,N,,21.0
Frank Brieff,R,1,,564462,1.0,,,,1.0,Y,,21.0
Edward Kleban,R,1,,425369,1.0,,,,1.0,N,,21.0
Charles Hart,R,1,,24780,1.0,,,,1.0,N,,21.0
Todd Ellison,R,1,,238647,1.0,,,,1.0,N,,21.0
Camillo Sforza,R,1,,233081,1.0,,,,1.0,N,,21.0
Gioacchino Rossini,R,1,,102866,1.0,1792-02-29 00:00:00,1868-11-13 00:00:00,,1.0,N,,21.0
Rob Fisher,R,1,,22327,1.0,,,,1.0,N,,21.0
RCA Victor Orchestra,R,1,,35636,1.0,,,,15.0,N,,21.0
Z. Kotala,R,1,,50884,1.0,,,,1.0,N,,21.0
John W. Bubbles,R,1,,104512,1.0,,,,1.0,N,,21.0
Ugo Catania,R,1,,85960,1.0,,,,1.0,N,,21.0
Michail Glinka,R,1,,42614,1.0,1804-06-01 00:00:00,1857-02-15 00:00:00,,1.0,N,,21.0
Cesare Valletti,R,1,,39935,1.0,,,,1.0,N,,21.0
William David Brohn,R,1,,154739,1.0,,,,1.0,N,,21.0
Nobuteru Maeda,R,1,,393791,1.0,,,,1.0,Y,,21.0
Maurice Ravel,R,1,,8293,1.0,1875-03-07 00:00:00,1937-12-28 00:00:00,,1.0,N,,21.0
Artie Shaw,R,1,,9221,1.0,,2005-01-01 00:00:00,,1.0,Y,,21.0
Georg Fassbinder,R,1,,494194,1.0,,,,1.0,N,,21.0
Luther Henderson,R,1,,107370,1.0,1919-03-14 00:00:00,2003-07-29 00:00:00,,1.0,Y,,21.0
Arthur Schwartz,R,1,,9087,1.0,,,,1.0,N,,21.0
Samuel Friedmann,R,1,,84272,1.0,,,,1.0,N,,21.0
Georges Prêtre,R,1,,8060,1.0,,,,1.0,N,,21.0
Joseph Haydn,R,1,,83965,1.0,,1809-05-31 00:00:00,,1.0,Y,,21.0
Ben Heppner,R,1,,63876,1.0,,,,1.0,N,,21.0
Georgie Auld,R,1,,497,1.0,,,,1.0,N,,21.0
Alain Albert Boublil,R,1,,44813,1.0,1941-03-05 00:00:00,,,1.0,N,,21.0
Orchestra of the Teatro Communale di Modena,R,1,,110106,1.0,,,,15.0,N,,21.0
Georges Bizet,R,1,,964,1.0,,,,1.0,Y,,21.0
Billy Strayhorn,R,1,,38207,1.0,1915-11-29 00:00:00,1967-05-31 00:00:00,,1.0,Y,,21.0
Edward Heyman,R,1,,25278,1.0,,,,1.0,N,,21.0
Kevin Boutote,R,1,,153820,1.0,,,,1.0,N,,21.0
Robert McDonald,R,1,,430817,1.0,,,,1.0,Y,,21.0
Metropolitan Opera Chorus,R,1,,59048,1.0,,,,15.0,Y,,21.0
Jacob Harnoy,R,1,,53965,1.0,,,,1.0,N,,21.0
Paul Rössler,R,1,,437567,1.0,,,,1.0,N,,21.0
Leonard Slatkin,R,1,,9400,1.0,,,,1.0,N,,21.0
David Harvey,R,1,,24820,1.0,,,,1.0,N,,21.0
Franz Liszt,R,1,,5993,1.0,1811-10-22 00:00:00,1886-07-31 00:00:00,,1.0,N,,21.0
Felice Romani,R,1,,123520,1.0,,1865-01-28 00:00:00,,1.0,N,,21.0
Wilfried Vorwold,R,1,,107802,1.0,,,,1.0,N,,21.0
Eugene Ormandy,R,1,,7496,1.0,,,,1.0,Y,,21.0
Philip Maero,R,1,,29385,1.0,,,,1.0,N,,21.0
Paul Myers,R,1,,405330,1.0,,,,1.0,Y,,21.0
Jack Skinner,R,1,,380467,1.0,,,,1.0,N,,21.0
Octpussy,R,1,,505493,1.0,,,,1.0,N,,21.0
Robert P. Baker,R,1,,352373,1.0,,,,1.0,N,,21.0
Silvia Bertona,R,1,,140897,1.0,,,,1.0,N,,21.0
Chorus,R,1,,67088,1.0,,,,15.0,N,,21.0
The Philharmonia Orchestra,R,1,,33308,1.0,,,,15.0,Y,,21.0
John Miller,R,1,,107390,1.0,,,,1.0,N,,21.0
Daisuke Ikeda,R,1,,291366,1.0,,,,1.0,N,,21.0
Petre Ghilea,R,1,,143339,1.0,,,,1.0,N,,21.0
A Class Act Orchestra,R,1,,1410120,1.0,,,,15.0,N,,21.0
Zoot Sims,R,1,,135416,1.0,,,,1.0,N,,21.0
Jan-Hendrik Rootering,R,1,,8631,1.0,,,,1.0,N,,21.0
Tony Pastor,R,1,,7685,1.0,,,,1.0,Y,,21.0
East of England Orchestra,R,1,,83974,1.0,,,,15.0,N,,21.0
Oscar Hammerstein II,R,1,,149403,1.0,1895-07-12 00:00:00,1960-08-23 00:00:00,,1.0,N,,21.0
Marilyn Horne,R,1,,4594,1.0,,,,1.0,Y,,21.0
Jean-Pierre Rampal,R,1,,383534,1.0,,,,1.0,Y,,21.0
Alfredo Perl,R,1,,77902,1.0,,,,1.0,N,,21.0
DuBose Heyward,R,1,,410725,1.0,,,,1.0,N,,21.0
Gerhard Oppitz,R,1,,13013,1.0,,,,1.0,N,,21.0
Philippe A. Kayser,R,1,,105408,1.0,,,,1.0,N,,22.0
George Korngold,R,1,,59338,1.0,,,,1.0,N,,21.0
Wolfram Graul,R,1,,150815,1.0,,,,1.0,N,,21.0
Manfred Praeker,R,1,,33717,1.0,,,,1.0,N,,21.0
Emil Klein,R,1,,77893,1.0,,,,1.0,N,,21.0
Anka,R,1,,141489,1.0,,,,1.0,N,,21.0
Pronoia,R,1,,92539,1.0,,,,1.0,N,,21.0
Dan Guss,R,1,,153188,1.0,,,,1.0,N,,21.0
"Johann Strauss, Jr.",R,1,,103312,1.0,1825-10-25 00:00:00,1899-06-03 00:00:00,,1.0,Y,,21.0
McHenry Boatwright,R,1,,104510,1.0,,,,1.0,Y,,21.0
Christian Feldgen,R,1,,151473,1.0,,,,1.0,N,,21.0
Marco Minnemann,R,1,,50883,1.0,,,,1.0,N,,21.0
Dodo Marmarosa,R,1,,91570,1.0,,,,1.0,N,,21.0
Shinji Moriyama,R,1,,684504,1.0,,,,1.0,N,,21.0
Udo Mehrpohl,R,1,,58224,1.0,,,,1.0,N,,21.0
Igor Stravinsky,R,1,,9832,1.0,,1971-01-01 00:00:00,,1.0,N,,21.0
Michelle DeYoung,R,1,,141319,1.0,,,,1.0,N,,21.0
Alan Schwartzberg,R,1,,402843,1.0,,,,1.0,N,,21.0
Lou Reed,R,1,,8336,1.0,1942-03-02 00:00:00,2013-10-27 00:00:00,,1.0,Y,,21.0
George Arus,R,1,,150433,1.0,,,,1.0,N,,21.0
Mel Brooks,R,1,,93498,1.0,,,,1.0,N,,21.0
Heinz Urban,R,1,,156364,1.0,,,,1.0,N,,21.0
W. Ponikowski,R,1,,50882,1.0,,,,1.0,N,,21.0
Oklahoma! Orchestra (1979),R,1,,1388455,1.0,,,,15.0,N,,21.0
Georg Friedrich Treitschke,R,1,,118652,1.0,,,,1.0,N,,21.0
Peter Dellheim,R,1,,153287,1.0,,,,1.0,N,,21.0
Michael Heubach,R,1,,65275,1.0,,,,1.0,N,,21.0
Michael Ewasco,R,1,,794102,1.0,,,,1.0,N,,21.0
Sergei Prokofiev,R,1,,104642,1.0,1891-04-23 00:00:00,1953-03-05 00:00:00,,1.0,Y,,21.0
Francesco Maria Piave,R,1,,108748,1.0,,,,1.0,N,,21.0
Mendelssohn Club of Philadelphia,R,1,,106430,1.0,,,,15.0,N,,21.0
Libor Pesek,R,1,,7790,1.0,,,,1.0,N,,21.0
Marc Neikrug,R,1,,45841,1.0,,,,1.0,N,,21.0
Colin Moorfoot,R,1,,153823,1.0,,,,1.0,N,,21.0
Radio Symphony Orchestra Pilsen,R,1,,102098,1.0,,,,15.0,N,,21.0
Chor der Bayerischen Staatsoper,R,1,,103154,1.0,,,,15.0,N,,21.0
Man of La Mancha Orchestra (2002),R,1,,1381421,1.0,,,,15.0,N,,21.0
Claude François,R,1,,120342,1.0,,,,1.0,Y,,21.0
Tiberiu Popa,R,1,,142287,1.0,,,,1.0,N,,21.0
David Heer,R,1,,144033,1.0,,,,1.0,N,,21.0
John Monaco,R,1,,176284,1.0,,,,1.0,N,,21.0
The Rocky Horror Show Ensemble (2000),R,1,,1389860,1.0,,,,1.0,N,,21.0
Paul J. Falcone,R,1,,122298,1.0,,,,1.0,N,,21.0
Michael Krücker,R,1,,94703,1.0,,,,1.0,N,,21.0
Ken Hahn,R,1,,151516,1.0,,,,1.0,N,,21.0
Matthias Hölle,R,1,,108760,1.0,,,,1.0,N,,21.0
Rainer Scholze,R,1,,58280,1.0,,,,1.0,N,,21.0
Nick Fatool,R,1,,163345,1.0,,,,1.0,Y,,21.0
Timna Brauer,R,1,,121390,1.0,,,,1.0,Y,,21.0
Ed Rak,R,1,,154687,1.0,,,,1.0,N,,21.0
Elisabeth Hauptmann,R,1,,187465,1.0,,,,1.0,N,,21.0
Richard Tognetti,R,1,,507822,1.0,,,,1.0,N,,21.0
Billy Straus,R,1,,71347,1.0,,,,1.0,N,,21.0
Into the Woods Orchestra,R,1,,1388555,1.0,,,,15.0,N,,21.0
Ralph Manno,R,1,,83756,1.0,,,,1.0,N,,21.0
Daniel Matejka,R,1,,187468,1.0,,,,1.0,N,,21.0
Paul Zinman,R,1,,181960,1.0,,,,1.0,N,,21.0
Richard Wagner,R,1,,10932,1.0,1813-05-22 00:00:00,1883-02-13 00:00:00,,1.0,N,,21.0
Valarie Pettiford,R,1,,182037,1.0,,,,1.0,N,,21.0
Robert Schumann,R,1,,66658,1.0,1810-06-08 00:00:00,1856-07-29 00:00:00,,1.0,Y,,21.0
Marian M. Conaty,R,1,,151220,1.0,,,,1.0,N,,21.0
George Auld,R,1,,154291,1.0,,,,1.0,Y,,21.0
George Alexander Albrecht,R,1,,142129,1.0,,,,1.0,N,,21.0
Michael Gibson,R,1,,59813,1.0,,,,1.0,Y,,21.0
The Choral Arts Society of Washington,R,1,,135997,1.0,,,,15.0,N,,21.0
Hamburg Soloists,R,1,,83358,1.0,,,,1.0,N,,21.0
Antonín Dvorák,R,1,,20714,1.0,,1904-01-01 00:00:00,,1.0,Y,,21.0
Philip Traugott,R,1,,152838,1.0,,,,1.0,N,,21.0
Dennis Ferrante,R,1,,135018,1.0,,,,1.0,N,,21.0
Ray Linn,R,1,,150428,1.0,,,,1.0,N,,21.0
Stefan Zelei,R,1,,143340,1.0,,,,1.0,N,,21.0
Winnie Böwe,R,1,,187470,1.0,,,,1.0,N,,21.0
Greg Cohen,R,1,,18760,1.0,,,,1.0,N,,21.0
Greg Thompson,R,1,,163598,1.0,,,,1.0,N,,21.0
HK Gruber,R,1,,721806,1.0,,,,1.0,N,,21.0
Joanna Nickrenz,R,1,,146888,1.0,,,,1.0,N,,21.0
Tom Lazarus,R,1,,146869,1.0,,,,1.0,N,,21.0
Johannes Brahms,R,1,,1221,1.0,,1897-01-01 00:00:00,,1.0,Y,,21.0
Wandsworth School Boys' Choir,R,1,,105670,1.0,,,,15.0,N,,21.0
John H. West,R,1,,152585,1.0,,,,1.0,N,,21.0
Chicago Symphony Orchestra,R,1,,18361,1.0,,,,15.0,N,,21.0
Leslie Bricusse,R,1,,208154,1.0,,,,1.0,N,,21.0
Joseph Sonnleithner,R,1,,118650,1.0,,,,1.0,N,,21.0
Thomas Z. Shepard,R,1,,151801,1.0,,,,1.0,N,,21.0
Andreas Schulist,R,1,,141337,1.0,,,,1.0,N,,21.0
Mark Johnson,R,1,,151242,1.0,,,,1.0,N,,21.0
Lewis Layton,R,1,,151064,1.0,,,,1.0,N,,21.0
Carmen Gurban,R,1,,142284,1.0,,,,1.0,N,,21.0
Robert G. Swift,R,1,,230361,1.0,,,,1.0,N,,21.0
Al Avola,R,1,,150434,1.0,,,,1.0,N,,21.0
Joseph Wells,R,1,,151065,1.0,,,,1.0,N,,21.0
Keith Shortread,R,1,,182098,1.0,,,,1.0,N,,21.0
Roy Eldridge,R,1,,21394,1.0,,,,1.0,Y,,21.0
Steve Fallone,R,1,,160522,1.0,,,,1.0,N,,21.0
